week_start,sku_id,cluster_id,units_sold,promo_active,price_avg
2026-03-02,SKU-1002,C-EAST,14,false,50.2
2026-03-09,SKU-1002,C-EAST,15,false,50.3
2026-03-16,SKU-1002,C-EAST,22,false,50.95
2026-03-23,SKU-1002,C-EAST,23,false,52.38
2026-03-30,SKU-1002,C-EAST,22,false,52.31
2026-04-06,SKU-1002,C-EAST,25,false,50.43
2026-04-13,SKU-1002,C-EAST,29,false,51.62
2026-04-20,SKU-1002,C-EAST,34,false,51.34
2026-04-27,SKU-1002,C-EAST,32,false,52.22
2026-05-04,SKU-1002,C-EAST,33,false,51.26
2026-05-11,SKU-1002,C-EAST,33,false,52.11
2025-12-01,SKU-1002,C-WEST,0,false,52.31
2025-12-08,SKU-1002,C-WEST,3,false,51.81
2025-12-15,SKU-1002,C-WEST,3,false,50.96
2025-12-22,SKU-1002,C-WEST,4,false,50.42
2025-12-29,SKU-1002,C-WEST,4,false,51.7
2026-01-05,SKU-1002,C-WEST,4,false,51.84
2026-01-12,SKU-1002,C-WEST,4,false,52.12
2026-01-19,SKU-1002,C-WEST,5,false,52.61
2026-01-26,SKU-1002,C-WEST,5,false,51.58
2026-02-02,SKU-1002,C-WEST,4,false,51.56
2026-02-09,SKU-1002,C-WEST,5,false,50.15
2026-02-16,SKU-1002,C-WEST,5,false,52.76
2026-02-23,SKU-1002,C-WEST,7,false,50.33
2026-03-02,SKU-1002,C-WEST,7,false,51.53
2026-03-09,SKU-1002,C-WEST,6,false,53.01
2026-03-16,SKU-1002,C-WEST,8,false,53.04
2026-03-23,SKU-1002,C-WEST,7,false,52.65
2026-03-30,SKU-1002,C-WEST,7,false,51.74
2026-04-06,SKU-1002,C-WEST,8,false,52.34
2026-04-13,SKU-1002,C-WEST,10,false,52.94
2026-04-20,SKU-1002,C-WEST,13,false,50.19
2026-04-27,SKU-1002,C-WEST,12,false,50.79
2026-05-04,SKU-1002,C-WEST,13,false,52.42
2026-05-11,SKU-1002,C-WEST,14,false,51.55
2024-11-18,SKU-1003,C-EAST,27,false,30.67
2024-11-25,SKU-1003,C-EAST,24,false,30.05
2024-12-02,SKU-1003,C-EAST,21,false,29.92
2024-12-09,SKU-1003,C-EAST,20,false,31.02
2024-12-16,SKU-1003,C-EAST,14,false,30.71
2024-12-23,SKU-1003,C-EAST,15,false,31.07
2024-12-30,SKU-1003,C-EAST,18,false,30.82
2025-01-06,SKU-1003,C-EAST,17,false,30.88
2025-01-13,SKU-1003,C-EAST,17,false,29.7
2025-01-20,SKU-1003,C-EAST,20,false,30.34
2025-01-27,SKU-1003,C-EAST,14,false,30.11
2025-02-03,SKU-1003,C-EAST,21,false,30.9
2025-02-10,SKU-1003,C-EAST,21,false,30.84
2025-02-17,SKU-1003,C-EAST,25,false,30.83
2025-02-24,SKU-1003,C-EAST,28,false,30.5
2025-03-03,SKU-1003,C-EAST,40,false,30.98
2025-03-10,SKU-1003,C-EAST,28,false,29.78
2025-03-17,SKU-1003,C-EAST,33,false,30.97
2025-03-24,SKU-1003,C-EAST,29,false,30.96
2025-03-31,SKU-1003,C-EAST,63,false,29.6
2025-04-07,SKU-1003,C-EAST,37,false,29.66
2025-04-14,SKU-1003,C-EAST,44,false,30.85
2025-04-21,SKU-1003,C-EAST,57,false,30.38
2025-04-28,SKU-1003,C-EAST,55,false,30.2
2025-05-05,SKU-1003,C-EAST,50,false,30.22
2025-05-12,SKU-1003,C-EAST,56,false,30.01
2025-05-19,SKU-1003,C-EAST,59,false,30.87
2025-05-26,SKU-1003,C-EAST,57,false,29.96
2025-06-02,SKU-1003,C-EAST,51,false,31.12
2025-06-09,SKU-1003,C-EAST,66,false,29.99
2025-06-16,SKU-1003,C-EAST,57,false,29.82
2025-06-23,SKU-1003,C-EAST,73,false,31.25
2025-06-30,SKU-1003,C-EAST,75,false,31.22
2025-07-07,SKU-1003,C-EAST,56,false,30.9
2025-07-14,SKU-1003,C-EAST,59,false,30.31
2025-07-21,SKU-1003,C-EAST,63,false,30.86
2025-07-28,SKU-1003,C-EAST,50,false,30.23
2025-08-04,SKU-1003,C-EAST,56,false,30.46
2025-08-11,SKU-1003,C-EAST,65,false,31.02
2025-08-18,SKU-1003,C-EAST,58,false,31.34
2025-08-25,SKU-1003,C-EAST,65,false,30.4
2025-09-01,SKU-1003,C-EAST,48,false,30.06
2025-09-08,SKU-1003,C-EAST,42,false,30.56
2025-09-15,SKU-1003,C-EAST,32,false,29.56
2025-09-22,SKU-1003,C-EAST,39,false,30.1
2025-09-29,SKU-1003,C-EAST,45,false,30.68
2025-10-06,SKU-1003,C-EAST,34,false,30.45
2025-10-13,SKU-1003,C-EAST,39,false,30.96
2025-10-20,SKU-1003,C-EAST,34,false,30.94
2025-10-27,SKU-1003,C-EAST,30,false,29.99
2025-11-03,SKU-1003,C-EAST,23,false,29.97
2025-11-10,SKU-1003,C-EAST,20,false,30.18
2025-11-17,SKU-1003,C-EAST,23,false,31.28
2025-11-24,SKU-1003,C-EAST,16,false,29.55
2025-12-01,SKU-1003,C-EAST,16,false,30.88
2025-12-08,SKU-1003,C-EAST,17,false,29.74
2025-12-15,SKU-1003,C-EAST,18,false,30.45
2025-12-22,SKU-1003,C-EAST,18,false,29.66
2025-12-29,SKU-1003,C-EAST,18,false,29.72
2026-01-05,SKU-1003,C-EAST,16,false,31.23
2026-01-12,SKU-1003,C-EAST,17,false,30.83
2026-01-19,SKU-1003,C-EAST,17,false,30.23
2026-01-26,SKU-1003,C-EAST,26,false,29.72
2026-02-02,SKU-1003,C-EAST,21,false,29.79
2026-02-09,SKU-1003,C-EAST,29,false,30.58
2026-02-16,SKU-1003,C-EAST,29,false,30.34
2026-02-23,SKU-1003,C-EAST,26,false,30.02
2026-03-02,SKU-1003,C-EAST,27,false,30.12
2026-03-09,SKU-1003,C-EAST,35,false,30.89
2026-03-16,SKU-1003,C-EAST,31,false,30.13
2026-03-23,SKU-1003,C-EAST,46,false,29.92
2026-03-30,SKU-1003,C-EAST,51,false,30.97
2026-04-06,SKU-1003,C-EAST,48,false,29.85
2026-04-13,SKU-1003,C-EAST,51,false,30.4
2026-04-20,SKU-1003,C-EAST,43,false,31.31
2026-04-27,SKU-1003,C-EAST,51,false,29.93
2026-05-04,SKU-1003,C-EAST,58,false,29.77
2026-05-11,SKU-1003,C-EAST,60,false,29.83
2024-11-18,SKU-1003,C-WEST,14,false,30.82
2024-11-25,SKU-1003,C-WEST,12,false,29.62
2024-12-02,SKU-1003,C-WEST,14,false,29.71
2024-12-09,SKU-1003,C-WEST,12,false,30.0
2024-12-16,SKU-1003,C-WEST,10,false,30.78
2024-12-23,SKU-1003,C-WEST,12,false,30.02
2024-12-30,SKU-1003,C-WEST,12,false,30.29
2025-01-06,SKU-1003,C-WEST,8,false,30.37
2025-01-13,SKU-1003,C-WEST,10,false,30.39
2025-01-20,SKU-1003,C-WEST,10,false,31.02
2025-01-27,SKU-1003,C-WEST,13,false,31.06
2025-02-03,SKU-1003,C-WEST,15,false,31.34
2025-02-10,SKU-1003,C-WEST,18,false,30.23
2025-02-17,SKU-1003,C-WEST,19,false,30.7
2025-02-24,SKU-1003,C-WEST,16,false,30.02
2025-03-03,SKU-1003,C-WEST,19,false,31.03
2025-03-10,SKU-1003,C-WEST,18,false,31.2
2025-03-17,SKU-1003,C-WEST,20,false,30.36
2025-03-24,SKU-1003,C-WEST,30,false,31.06
2025-03-31,SKU-1003,C-WEST,30,false,30.15
2025-04-07,SKU-1003,C-WEST,44,false,29.85
2025-04-14,SKU-1003,C-WEST,36,false,30.6
2025-04-21,SKU-1003,C-WEST,34,false,29.6
2025-04-28,SKU-1003,C-WEST,29,false,30.79
2025-05-05,SKU-1003,C-WEST,29,false,29.89
2025-05-12,SKU-1003,C-WEST,38,false,30.06
2025-05-19,SKU-1003,C-WEST,32,false,30.68
2025-05-26,SKU-1003,C-WEST,37,false,30.0
2025-06-02,SKU-1003,C-WEST,36,false,30.55
2025-06-09,SKU-1003,C-WEST,45,false,29.66
2025-06-16,SKU-1003,C-WEST,42,false,29.91
2025-06-23,SKU-1003,C-WEST,60,false,31.16
2025-06-30,SKU-1003,C-WEST,41,false,31.01
2025-07-07,SKU-1003,C-WEST,39,false,31.0
2025-07-14,SKU-1003,C-WEST,50,false,30.2
2025-07-21,SKU-1003,C-WEST,33,false,30.54
2025-07-28,SKU-1003,C-WEST,27,false,30.46
2025-08-04,SKU-1003,C-WEST,38,false,30.26
2025-08-11,SKU-1003,C-WEST,36,false,29.95
2025-08-18,SKU-1003,C-WEST,43,false,31.18
2025-08-25,SKU-1003,C-WEST,35,false,31.36
2025-09-01,SKU-1003,C-WEST,36,false,30.51
2025-09-08,SKU-1003,C-WEST,31,false,31.33
2025-09-15,SKU-1003,C-WEST,15,false,29.73
2025-09-22,SKU-1003,C-WEST,20,false,31.04
2025-09-29,SKU-1003,C-WEST,21,false,31.22
2025-10-06,SKU-1003,C-WEST,27,false,29.95
2025-10-13,SKU-1003,C-WEST,27,false,31.09
2025-10-20,SKU-1003,C-WEST,23,false,31.08
2025-10-27,SKU-1003,C-WEST,21,false,31.09
2025-11-03,SKU-1003,C-WEST,21,false,31.02
2025-11-10,SKU-1003,C-WEST,16,false,30.82
2025-11-17,SKU-1003,C-WEST,13,false,30.83
2025-11-24,SKU-1003,C-WEST,10,false,31.28
2025-12-01,SKU-1003,C-WEST,9,false,29.89
2025-12-08,SKU-1003,C-WEST,10,false,31.35
2025-12-15,SKU-1003,C-WEST,16,false,30.11
2025-12-22,SKU-1003,C-WEST,16,false,30.44
2025-12-29,SKU-1003,C-WEST,14,false,29.95
2026-01-05,SKU-1003,C-WEST,14,false,30.51
2026-01-12,SKU-1003,C-WEST,17,false,29.91
2026-01-19,SKU-1003,C-WEST,11,false,29.78
2026-01-26,SKU-1003,C-WEST,12,false,31.09
2026-02-02,SKU-1003,C-WEST,11,false,30.14
2026-02-09,SKU-1003,C-WEST,16,false,31.22
2026-02-16,SKU-1003,C-WEST,18,false,30.96
2026-02-23,SKU-1003,C-WEST,22,false,31.3
2026-03-02,SKU-1003,C-WEST,20,false,30.23
2026-03-09,SKU-1003,C-WEST,23,false,29.73
2026-03-16,SKU-1003,C-WEST,20,false,30.1
2026-03-23,SKU-1003,C-WEST,25,false,31.28
2026-03-30,SKU-1003,C-WEST,28,false,30.99
2026-04-06,SKU-1003,C-WEST,30,false,29.86
2026-04-13,SKU-1003,C-WEST,31,false,31.32
2026-04-20,SKU-1003,C-WEST,31,false,30.98
2026-04-27,SKU-1003,C-WEST,32,false,29.95
2026-05-04,SKU-1003,C-WEST,38,false,30.11
2026-05-11,SKU-1003,C-WEST,41,false,30.8
2026-01-26,SKU-1004,C-EAST,4,false,38.9
2026-02-02,SKU-1004,C-EAST,11,false,36.78
2026-02-09,SKU-1004,C-EAST,14,true,33.91
2026-02-16,SKU-1004,C-EAST,23,true,30.52
2026-02-23,SKU-1004,C-EAST,22,true,30.15
2026-03-02,SKU-1004,C-EAST,31,true,32.9
2026-03-09,SKU-1004,C-EAST,22,false,37.09
2026-03-16,SKU-1004,C-EAST,28,false,38.71
2026-03-23,SKU-1004,C-EAST,28,false,38.16
2026-03-30,SKU-1004,C-EAST,25,false,38.72
2026-04-06,SKU-1004,C-EAST,20,false,37.27
2026-04-13,SKU-1004,C-EAST,28,false,36.86
2026-04-20,SKU-1004,C-EAST,31,false,36.71
2026-04-27,SKU-1004,C-EAST,30,false,37.58
2026-05-04,SKU-1004,C-EAST,28,false,38.71
2026-05-11,SKU-1004,C-EAST,19,false,37.82
2026-01-26,SKU-1004,C-WEST,3,false,36.94
2026-02-02,SKU-1004,C-WEST,6,false,37.79
2026-02-09,SKU-1004,C-WEST,21,true,32.64
2026-02-16,SKU-1004,C-WEST,18,true,30.25
2026-02-23,SKU-1004,C-WEST,31,true,30.85
2026-03-02,SKU-1004,C-WEST,49,true,30.96
2026-03-09,SKU-1004,C-WEST,14,false,37.09
2026-03-16,SKU-1004,C-WEST,14,false,37.56
2026-03-23,SKU-1004,C-WEST,13,false,38.74
2026-03-30,SKU-1004,C-WEST,14,false,36.92
2026-04-06,SKU-1004,C-WEST,14,false,37.8
2026-04-13,SKU-1004,C-WEST,16,false,36.78
2026-04-20,SKU-1004,C-WEST,22,false,38.72
2026-04-27,SKU-1004,C-WEST,19,false,37.06
2026-05-04,SKU-1004,C-WEST,22,false,37.14
2026-05-11,SKU-1004,C-WEST,22,false,38.29
2026-01-26,SKU-1005,C-EAST,8,false,46.5
2026-02-02,SKU-1005,C-EAST,12,false,47.24
2026-02-09,SKU-1005,C-EAST,15,false,46.1
2026-02-16,SKU-1005,C-EAST,23,false,45.73
2026-02-23,SKU-1005,C-EAST,26,false,45.47
2026-03-02,SKU-1005,C-EAST,25,false,44.98
2026-03-09,SKU-1005,C-EAST,34,false,45.14
2026-03-16,SKU-1005,C-EAST,33,false,47.25
2026-03-23,SKU-1005,C-EAST,27,false,46.27
2026-03-30,SKU-1005,C-EAST,40,false,46.75
2026-04-06,SKU-1005,C-EAST,46,false,45.42
2026-04-13,SKU-1005,C-EAST,46,false,47.37
2026-04-20,SKU-1005,C-EAST,41,false,45.64
2026-04-27,SKU-1005,C-EAST,54,false,46.2
2026-05-04,SKU-1005,C-EAST,41,false,45.08
2026-05-11,SKU-1005,C-EAST,41,false,47.0
2026-01-26,SKU-1005,C-WEST,4,false,45.87
2026-02-02,SKU-1005,C-WEST,6,false,46.42
2026-02-09,SKU-1005,C-WEST,11,false,46.45
2026-02-16,SKU-1005,C-WEST,14,false,47.25
2026-02-23,SKU-1005,C-WEST,19,false,46.4
2026-03-02,SKU-1005,C-WEST,16,false,47.32
2026-03-09,SKU-1005,C-WEST,15,false,46.23
2026-03-16,SKU-1005,C-WEST,18,false,45.13
2026-03-23,SKU-1005,C-WEST,22,false,46.31
2026-03-30,SKU-1005,C-WEST,20,false,47.41
2026-04-06,SKU-1005,C-WEST,27,false,46.63
2026-04-13,SKU-1005,C-WEST,19,false,45.25
2026-04-20,SKU-1005,C-WEST,27,false,47.65
2026-04-27,SKU-1005,C-WEST,31,false,47.61
2026-05-04,SKU-1005,C-WEST,33,false,46.09
2026-05-11,SKU-1005,C-WEST,31,false,47.66
2024-11-18,SKU-1006,C-EAST,19,false,47.76
2024-11-25,SKU-1006,C-EAST,22,false,45.39
2024-12-02,SKU-1006,C-EAST,15,false,46.11
2024-12-09,SKU-1006,C-EAST,16,false,45.97
2024-12-16,SKU-1006,C-EAST,9,false,47.4
2024-12-23,SKU-1006,C-EAST,9,false,46.94
2024-12-30,SKU-1006,C-EAST,10,false,46.36
2025-01-06,SKU-1006,C-EAST,14,false,45.62
2025-01-13,SKU-1006,C-EAST,12,false,47.83
2025-01-20,SKU-1006,C-EAST,19,false,47.79
2025-01-27,SKU-1006,C-EAST,24,false,46.0
2025-02-03,SKU-1006,C-EAST,20,false,46.7
2025-02-10,SKU-1006,C-EAST,14,false,46.27
2025-02-17,SKU-1006,C-EAST,20,false,46.56
2025-02-24,SKU-1006,C-EAST,17,false,45.97
2025-03-03,SKU-1006,C-EAST,22,false,45.6
2025-03-10,SKU-1006,C-EAST,22,false,45.31
2025-03-17,SKU-1006,C-EAST,26,false,47.69
2025-03-24,SKU-1006,C-EAST,32,false,47.29
2025-03-31,SKU-1006,C-EAST,33,false,47.78
2025-04-07,SKU-1006,C-EAST,30,false,47.49
2025-04-14,SKU-1006,C-EAST,24,false,46.05
2025-04-21,SKU-1006,C-EAST,27,false,47.15
2025-04-28,SKU-1006,C-EAST,40,false,45.48
2025-05-05,SKU-1006,C-EAST,44,false,47.93
2025-05-12,SKU-1006,C-EAST,48,false,46.44
2025-05-19,SKU-1006,C-EAST,41,false,46.37
2025-05-26,SKU-1006,C-EAST,42,false,47.01
2025-06-02,SKU-1006,C-EAST,41,false,47.51
2025-06-09,SKU-1006,C-EAST,39,false,47.27
2025-06-16,SKU-1006,C-EAST,36,false,47.5
2025-06-23,SKU-1006,C-EAST,30,false,46.64
2025-06-30,SKU-1006,C-EAST,53,false,46.62
2025-07-07,SKU-1006,C-EAST,62,false,45.58
2025-07-14,SKU-1006,C-EAST,49,false,45.28
2025-07-21,SKU-1006,C-EAST,36,false,45.74
2025-07-28,SKU-1006,C-EAST,39,false,45.9
2025-08-04,SKU-1006,C-EAST,27,false,46.48
2025-08-11,SKU-1006,C-EAST,39,false,45.97
2025-08-18,SKU-1006,C-EAST,54,true,47.5
2025-08-25,SKU-1006,C-EAST,44,true,45.55
2025-09-01,SKU-1006,C-EAST,38,false,45.29
2025-09-08,SKU-1006,C-EAST,36,false,45.7
2025-09-15,SKU-1006,C-EAST,33,false,47.64
2025-09-22,SKU-1006,C-EAST,23,false,45.66
2025-09-29,SKU-1006,C-EAST,22,false,47.7
2025-10-06,SKU-1006,C-EAST,26,false,46.0
2025-10-13,SKU-1006,C-EAST,21,false,46.28
2025-10-20,SKU-1006,C-EAST,23,false,47.9
2025-10-27,SKU-1006,C-EAST,25,false,47.6
2025-11-03,SKU-1006,C-EAST,16,false,45.95
2025-11-10,SKU-1006,C-EAST,12,false,46.35
2025-11-17,SKU-1006,C-EAST,17,false,47.35
2025-11-24,SKU-1006,C-EAST,14,false,45.23
2025-12-01,SKU-1006,C-EAST,15,false,46.88
2025-12-08,SKU-1006,C-EAST,11,false,45.23
2025-12-15,SKU-1006,C-EAST,14,false,46.06
2025-12-22,SKU-1006,C-EAST,19,false,47.91
2025-12-29,SKU-1006,C-EAST,12,false,46.25
2026-01-05,SKU-1006,C-EAST,25,true,38.3
2026-01-12,SKU-1006,C-EAST,28,true,40.13
2026-01-19,SKU-1006,C-EAST,37,true,40.96
2026-01-26,SKU-1006,C-EAST,16,false,46.63
2026-02-02,SKU-1006,C-EAST,18,false,47.05
2026-02-09,SKU-1006,C-EAST,19,false,47.01
2026-02-16,SKU-1006,C-EAST,19,false,46.9
2026-02-23,SKU-1006,C-EAST,25,false,45.38
2026-03-02,SKU-1006,C-EAST,21,false,47.97
2026-03-09,SKU-1006,C-EAST,19,false,45.93
2026-03-16,SKU-1006,C-EAST,18,false,47.19
2026-03-23,SKU-1006,C-EAST,23,false,45.62
2026-03-30,SKU-1006,C-EAST,27,false,47.34
2026-04-06,SKU-1006,C-EAST,35,false,47.45
